Time(s),Input(v),Output(v),Output(m)
88.3,2.503,4.29,5.572
88.4,2.503,4.292,5.574
88.5,2.503,4.294,5.576
88.6,2.503,4.295,5.578
88.7,2.503,4.297,5.581
88.8,2.493,4.299,5.583
88.9,2.503,4.301,5.585
89,2.493,4.302,5.588
89.1,2.503,4.304,5.59
89.2,2.503,4.306,5.592
89.3,2.493,4.307,5.594
89.4,2.503,4.309,5.596
89.5,2.503,4.31,5.597
89.6,2.503,4.312,5.599
89.7,2.503,4.313,5.601
89.8,2.503,4.315,5.604
89.9,2.503,4.316,5.606
90,2.503,4.318,5.608
90.1,2.503,4.32,5.61
90.2,2.493,4.321,5.612
90.3,2.503,4.323,5.614
90.4,2.493,4.325,5.616
90.5,2.493,4.326,5.618
90.6,2.503,4.327,5.62
90.7,2.503,4.328,5.621
90.8,2.503,4.33,5.623
90.9,2.493,4.331,5.625
91,2.503,4.332,5.626
91.1,2.493,4.334,5.628
91.2,2.503,4.335,5.629
91.3,2.503,4.336,5.631
91.4,2.503,4.337,5.632
91.5,2.503,4.338,5.634
91.6,2.493,4.339,5.636
91.7,2.503,4.34,5.637
91.8,2.503,4.342,5.638
91.9,2.503,4.343,5.64
92,2.503,4.344,5.641
92.1,2.503,4.345,5.643
92.2,2.493,4.346,5.645
92.3,2.503,4.348,5.646
92.4,2.503,4.349,5.648
92.5,2.503,4.35,5.649
92.6,2.503,4.351,5.651
92.7,2.503,4.352,5.652
92.8,2.493,4.354,5.654
92.9,2.493,4.355,5.656
93,2.503,4.356,5.657
93.1,2.503,4.357,5.658
93.2,2.503,4.358,5.659
93.3,2.503,4.359,5.661
93.4,2.503,4.36,5.662
93.5,2.493,4.361,5.664
93.6,2.503,4.362,5.665
93.7,2.503,4.363,5.667
93.8,2.503,4.364,5.668
93.9,2.503,4.365,5.669
94,2.493,4.367,5.671
94.1,2.503,4.368,5.672
94.2,2.493,4.369,5.674
94.3,2.503,4.37,5.675
94.4,2.503,4.371,5.676
94.5,2.493,4.372,5.677
94.6,2.503,4.372,5.678
94.7,2.503,4.373,5.679
94.8,2.503,4.374,5.681
94.9,2.503,4.375,5.682
95,2.503,4.376,5.683
95.1,2.503,4.377,5.684
95.2,2.503,4.378,5.686
95.3,2.493,4.379,5.687
95.4,2.503,4.38,5.689
95.5,2.503,4.381,5.69
95.6,2.493,4.382,5.691
95.7,2.503,4.383,5.692
95.8,2.493,4.384,5.693
95.9,2.503,4.385,5.694
96,2.503,4.386,5.695
96.1,2.503,4.386,5.697
96.2,2.503,4.387,5.698
96.3,2.503,4.388,5.699
96.4,2.503,4.389,5.7
96.5,2.503,4.39,5.701
96.6,2.493,4.391,5.703
96.7,2.493,4.392,5.704
96.8,2.503,4.393,5.705
96.9,2.503,4.394,5.706
97,2.503,4.394,5.707
97.1,2.503,4.395,5.708
97.2,2.503,4.396,5.709
97.3,2.503,4.397,5.711
97.4,2.503,4.398,5.712
97.5,2.503,4.399,5.713
97.6,2.503,4.4,5.715
97.7,2.503,4.401,5.716
97.8,2.503,4.402,5.717
97.9,2.503,4.404,5.719
98,2.503,4.405,5.721
98.1,2.503,4.406,5.722
98.2,2.503,4.407,5.724
98.3,2.493,4.409,5.726
98.4,2.503,4.41,5.727
98.5,2.503,4.411,5.729
98.6,2.493,4.412,5.73
98.7,2.503,4.413,5.732
98.8,2.503,4.415,5.733
98.9,2.503,4.416,5.735
99,2.503,4.417,5.736
99.1,2.503,4.418,5.738
99.2,2.503,4.42,5.74
99.3,2.503,4.421,5.741
99.4,2.503,4.422,5.743
99.5,2.503,4.424,5.745
99.6,2.503,4.425,5.747
99.7,2.503,4.426,5.749
99.8,2.503,4.428,5.751
99.9,2.503,4.43,5.753
100,2.503,4.431,5.755
100.1,2.503,4.433,5.757
100.2,2.503,4.434,5.759
100.3,2.503,4.436,5.761
100.4,2.503,4.438,5.763
100.5,2.503,4.439,5.766
100.6,2.503,4.441,5.768
100.7,2.503,4.443,5.77
100.8,2.503,4.445,5.773
100.9,2.503,4.447,5.775
101,2.503,4.449,5.777
101.1,2.503,4.451,5.78
101.2,2.503,4.452,5.782
101.3,2.503,4.454,5.785
101.4,2.503,4.456,5.788
101.5,2.503,4.459,5.79
101.6,2.503,4.461,5.793
101.7,2.503,4.463,5.796
101.8,2.503,4.465,5.798
101.9,2.503,4.467,5.801
102,2.503,4.469,5.804
102.1,2.493,4.471,5.807
102.2,2.503,4.473,5.81
102.3,2.503,4.475,5.812
102.4,2.503,4.477,5.815
102.5,2.503,4.48,5.818
102.6,2.503,4.482,5.82
102.7,2.503,4.484,5.823
102.8,2.503,4.486,5.826
102.9,2.503,4.488,5.829
103,2.503,4.491,5.832
103.1,2.493,4.493,5.835
103.2,2.493,4.495,5.838
103.3,2.503,4.497,5.84
103.4,2.503,4.499,5.843
103.5,2.503,4.501,5.845
103.6,2.503,4.503,5.848
103.7,2.503,4.505,5.851
103.8,2.503,4.507,5.853
103.9,2.503,4.509,5.856
104,2.503,4.511,5.859
104.1,2.493,4.513,5.862
104.2,2.503,4.515,5.864
104.3,2.503,4.517,5.867
104.4,2.493,4.519,5.869
104.5,2.503,4.521,5.872
104.6,2.503,4.523,5.874
104.7,2.503,4.525,5.877
104.8,2.503,4.527,5.879
104.9,2.503,4.529,5.882
105,2.503,4.531,5.884
105.1,2.503,4.533,5.887
105.2,2.503,4.535,5.89
105.3,2.503,4.537,5.893
105.4,2.503,4.539,5.895
105.5,2.503,4.542,5.898
105.6,2.503,4.544,5.901
105.7,2.503,4.546,5.904
105.8,2.503,4.548,5.907
105.9,2.503,4.55,5.91
106,2.493,4.553,5.913
106.1,2.493,4.555,5.915
106.2,2.493,4.557,5.918
106.3,2.503,4.559,5.92
106.4,2.503,4.56,5.923
106.5,2.503,4.562,5.925
106.6,2.503,4.564,5.927
106.7,2.503,4.566,5.93
106.8,2.503,4.568,5.932
106.9,2.503,4.57,5.935
107,2.503,4.572,5.937
107.1,2.503,4.574,5.94
107.2,2.503,4.576,5.943
107.3,2.503,4.578,5.945
107.4,2.493,4.58,5.948
107.5,2.493,4.582,5.951
107.6,2.503,4.584,5.953
107.7,2.503,4.586,5.955
107.8,2.503,4.587,5.958
107.9,2.503,4.589,5.96
108,2.503,4.591,5.962
108.1,2.503,4.593,5.965
108.2,2.503,4.595,5.967
108.3,2.503,4.597,5.97
108.4,2.503,4.599,5.973
108.5,2.493,4.601,5.975
108.6,2.493,4.603,5.978
108.7,2.503,4.604,5.98
108.8,2.503,4.606,5.982
108.9,2.493,4.608,5.984
109,2.503,4.609,5.986
109.1,2.493,4.611,5.988
109.2,2.503,4.613,5.99
109.3,2.503,4.614,5.992
109.4,2.503,4.616,5.994
109.5,2.503,4.617,5.996
109.6,2.493,4.619,5.998
109.7,2.503,4.62,6
109.8,2.503,4.622,6.002
109.9,2.503,4.623,6.004
110,2.503,4.625,6.006
110.1,2.503,4.626,6.008
110.2,2.503,4.628,6.01
110.3,2.503,4.629,6.012
110.4,2.503,4.631,6.014
110.5,2.493,4.633,6.017
110.6,2.493,4.634,6.019
110.7,2.503,4.636,6.02
110.8,2.503,4.637,6.022
110.9,2.503,4.638,6.024
111,2.503,4.64,6.026
111.1,2.493,4.641,6.028
111.2,2.493,4.643,6.03
111.3,2.493,4.644,6.031
111.4,2.493,4.645,6.032
111.5,2.503,4.646,6.034
111.6,2.503,4.647,6.035
111.7,2.493,4.648,6.036
111.8,2.503,4.648,6.037
111.9,2.503,4.649,6.038
112,2.503,4.65,6.039
112.1,2.503,4.651,6.04
112.2,2.493,4.652,6.042
112.3,2.503,4.653,6.043
112.4,2.503,4.654,6.044
112.5,2.503,4.655,6.045
112.6,2.503,4.655,6.046
112.7,2.503,4.656,6.047
112.8,2.503,4.657,6.049
112.9,2.503,4.658,6.05
113,2.493,4.66,6.051
113.1,2.503,4.661,6.053
113.2,2.503,4.661,6.054
113.3,2.503,4.662,6.055
113.4,2.493,4.664,6.057
113.5,2.503,4.664,6.058
113.6,2.503,4.665,6.059
113.7,2.503,4.666,6.06
113.8,2.493,4.667,6.061
113.9,2.493,4.668,6.063
114,2.493,4.669,6.063
114.1,2.493,4.669,6.064
114.2,2.493,4.67,6.065
114.3,2.503,4.67,6.065
114.4,2.503,4.67,6.065
114.5,2.503,4.671,6.066
114.6,2.493,4.671,6.066
114.7,2.493,4.671,6.067
114.8,2.503,4.671,6.067
114.9,2.503,4.672,6.067
115,2.503,4.672,6.067
115.1,2.503,4.672,6.067
115.2,2.503,4.672,6.068
115.3,2.493,4.673,6.068
115.4,2.493,4.673,6.068
115.5,2.503,4.673,6.069
115.6,2.503,4.673,6.069
115.7,2.493,4.673,6.069
115.8,2.493,4.673,6.069
115.9,2.503,4.673,6.069
116,2.503,4.673,6.068
116.1,2.503,4.673,6.068
116.2,2.503,4.673,6.068
116.3,2.503,4.673,6.068
116.4,2.493,4.673,6.069
116.5,2.503,4.673,6.069
116.6,2.493,4.673,6.069
116.7,2.493,4.673,6.068
116.8,2.503,4.672,6.068
116.9,2.503,4.672,6.068
117,2.503,4.672,6.068
117.1,2.503,4.672,6.067
117.2,2.503,4.672,6.067
117.3,2.503,4.672,6.067
117.4,2.503,4.672,6.067
117.5,2.503,4.672,6.067
117.6,2.503,4.672,6.068
117.7,2.493,4.672,6.068
117.8,2.503,4.672,6.068
117.9,2.493,4.672,6.068
118,2.503,4.672,6.068
118.1,2.503,4.672,6.068
118.2,2.503,4.673,6.068
118.3,2.503,4.673,6.068
118.4,2.503,4.673,6.069
118.5,2.503,4.673,6.069
118.6,2.493,4.673,6.069
118.7,2.493,4.673,6.069
118.8,2.503,4.673,6.069
118.9,2.503,4.673,6.069
119,2.503,4.673,6.069
119.1,2.493,4.674,6.07
119.2,2.503,4.674,6.07
119.3,2.503,4.674,6.07
119.4,2.493,4.674,6.07
119.5,2.503,4.674,6.07
119.6,2.493,4.674,6.07
119.7,2.503,4.673,6.069
119.8,2.503,4.673,6.069
119.9,2.503,4.673,6.069
120,2.493,4.673,6.069
120.1,2.503,4.673,6.069
120.2,2.503,4.673,6.069
120.3,2.503,4.673,6.069
120.4,2.503,4.673,6.069
120.5,2.503,4.673,6.069
120.6,2.503,4.673,6.069
120.7,2.503,4.673,6.069
120.8,2.503,4.674,6.07
120.9,2.503,4.674,6.07
121,2.503,4.674,6.07
121.1,2.493,4.675,6.071
121.2,2.503,4.675,6.071
121.3,2.503,4.675,6.071
121.4,2.493,4.675,6.072
121.5,2.493,4.675,6.072
121.6,2.503,4.675,6.072
121.7,2.503,4.676,6.072
121.8,2.503,4.676,6.072
121.9,2.503,4.676,6.073
122,2.493,4.676,6.073
122.1,2.503,4.676,6.073
122.2,2.493,4.676,6.073
122.3,2.493,4.676,6.073
122.4,2.503,4.676,6.073
122.5,2.493,4.676,6.073
122.6,2.503,4.676,6.072
122.7,2.503,4.676,6.072
122.8,2.503,4.675,6.072
122.9,2.493,4.675,6.072
123,2.503,4.675,6.071
123.1,2.493,4.675,6.071
123.2,2.493,4.674,6.071
123.3,2.503,4.674,6.07
123.4,2.503,4.674,6.07
123.5,2.503,4.673,6.069
123.6,2.503,4.673,6.069
123.7,2.493,4.673,6.068
123.8,2.493,4.672,6.068
123.9,2.493,4.672,6.067
124,2.503,4.671,6.066
124.1,2.493,4.67,6.066
124.2,2.493,4.67,6.065
124.3,2.503,4.669,6.063
124.4,2.503,4.668,6.062
124.5,2.503,4.667,6.061
124.6,2.493,4.667,6.06
124.7,2.503,4.666,6.059
124.8,2.493,4.665,6.058
124.9,2.503,4.664,6.057
125,2.493,4.663,6.056
125.1,2.503,4.662,6.055
125.2,2.503,4.661,6.054
125.3,2.503,4.66,6.052
125.4,2.503,4.66,6.051
125.5,2.503,4.659,6.05
125.6,2.503,4.658,6.05
125.7,2.493,4.658,6.049
125.8,2.493,4.657,6.048
125.9,2.503,4.656,6.047
126,2.493,4.655,6.046
126.1,2.493,4.654,6.044
126.2,2.493,4.653,6.043
126.3,2.503,4.652,6.041
126.4,2.493,4.651,6.04
126.5,2.503,4.649,6.038
126.6,2.503,4.648,6.036
126.7,2.493,4.647,6.035
126.8,2.503,4.646,6.033
126.9,2.493,4.644,6.032
127,2.503,4.643,6.03
127.1,2.503,4.642,6.028
127.2,2.493,4.64,6.027
127.3,2.493,4.639,6.025
127.4,2.503,4.638,6.023
127.5,2.493,4.636,6.021
127.6,2.493,4.635,6.019
127.7,2.503,4.633,6.017
127.8,2.503,4.631,6.015
127.9,2.493,4.63,6.013
128,2.503,4.628,6.011
128.1,2.503,4.627,6.009
128.2,2.493,4.625,6.007
128.3,2.493,4.623,6.004
128.4,2.503,4.622,6.002
128.5,2.503,4.62,6
128.6,2.503,4.618,5.998
128.7,2.493,4.617,5.996
128.8,2.493,4.615,5.994
128.9,2.493,4.613,5.991
129,2.493,4.611,5.989
129.1,2.493,4.609,5.986
129.2,2.503,4.607,5.983
129.3,2.493,4.605,5.98
129.4,2.493,4.603,5.978
129.5,2.503,4.6,5.975
129.6,2.503,4.598,5.972
129.7,2.493,4.596,5.969
129.8,2.503,4.594,5.966
129.9,2.493,4.591,5.963
130,2.493,4.589,5.96
130.1,2.503,4.587,5.957
130.2,2.503,4.584,5.953
130.3,2.503,4.582,5.95
130.4,2.503,4.58,5.948
130.5,2.493,4.578,5.945
130.6,2.493,4.575,5.942
130.7,2.493,4.573,5.939
130.8,2.503,4.57,5.936
130.9,2.493,4.568,5.932
131,2.503,4.565,5.929
131.1,2.493,4.563,5.926
131.2,2.493,4.56,5.923
131.3,2.493,4.558,5.919
131.4,2.493,4.555,5.915
131.5,2.503,4.552,5.912
131.6,2.493,4.549,5.908
131.7,2.493,4.546,5.904
131.8,2.503,4.543,5.9
131.9,2.493,4.54,5.896
132,2.493,4.537,5.892
132.1,2.493,4.534,5.888
132.2,2.503,4.531,5.884
132.3,2.493,4.527,5.88
132.4,2.503,4.524,5.875
132.5,2.503,4.521,5.871
132.6,2.493,4.518,5.867
132.7,2.493,4.514,5.863
132.8,2.493,4.511,5.858
132.9,2.503,4.508,5.854
133,2.493,4.504,5.85
133.1,2.493,4.501,5.845
133.2,2.493,4.497,5.84
133.3,2.493,4.493,5.836
133.4,2.493,4.49,5.831
133.5,2.503,4.486,5.826
133.6,2.503,4.482,5.821
133.7,2.493,4.478,5.816
133.8,2.503,4.475,5.811
133.9,2.503,4.471,5.806
134,2.503,4.467,5.802
134.1,2.503,4.464,5.797
134.2,2.503,4.46,5.793
134.3,2.493,4.457,5.788
134.4,2.493,4.454,5.784
134.5,2.493,4.45,5.779
134.6,2.493,4.446,5.775
134.7,2.493,4.443,5.77
134.8,2.503,4.439,5.765
134.9,2.493,4.435,5.76
135,2.493,4.431,5.755
135.1,2.493,4.427,5.75
135.2,2.493,4.423,5.744
135.3,2.503,4.419,5.739
135.4,2.493,4.415,5.734
135.5,2.493,4.411,5.728
135.6,2.493,4.407,5.723
135.7,2.493,4.402,5.717
135.8,2.503,4.398,5.712
135.9,2.493,4.394,5.706
136,2.493,4.389,5.7
136.1,2.503,4.385,5.694
136.2,2.503,4.38,5.689
136.3,2.493,4.376,5.683
136.4,2.503,4.372,5.677
136.5,2.493,4.367,5.672
136.6,2.493,4.363,5.666
136.7,2.503,4.358,5.66
136.8,2.503,4.354,5.654
136.9,2.493,4.35,5.649
137,2.493,4.345,5.643
137.1,2.503,4.341,5.637
137.2,2.503,4.336,5.632
137.3,2.503,4.332,5.626
137.4,2.493,4.328,5.621
137.5,2.493,4.324,5.615
137.6,2.503,4.319,5.61
137.7,2.493,4.315,5.604
137.8,2.493,4.311,5.599
137.9,2.503,4.306,5.593
138,2.503,4.302,5.587
138.1,2.503,4.298,5.582
138.2,2.493,4.294,5.576
138.3,2.503,4.29,5.571
138.4,2.503,4.285,5.566
138.5,2.503,4.281,5.56
138.6,2.493,4.278,5.555
138.7,2.493,4.274,5.55
138.8,2.503,4.269,5.545
138.9,2.503,4.265,5.54
139,2.503,4.262,5.534
139.1,2.503,4.258,5.529
139.2,2.503,4.254,5.525
139.3,2.493,4.25,5.52
139.4,2.493,4.247,5.515
139.5,2.493,4.243,5.51
139.6,2.503,4.239,5.505
139.7,2.493,4.235,5.5
139.8,2.493,4.231,5.495
139.9,2.503,4.227,5.49
140,2.503,4.223,5.485
140.1,2.503,4.219,5.48
140.2,2.493,4.216,5.475
140.3,2.493,4.212,5.47
140.4,2.493,4.208,5.465
140.5,2.493,4.204,5.46
140.6,2.503,4.2,5.454
140.7,2.503,4.196,5.449
140.8,2.503,4.192,5.444
140.9,2.503,4.188,5.439
141,2.503,4.184,5.434
141.1,2.493,4.181,5.429
141.2,2.503,4.177,5.425
141.3,2.493,4.173,5.42
141.4,2.503,4.17,5.415
141.5,2.493,4.166,5.41
141.6,2.503,4.162,5.405
141.7,2.503,4.158,5.401
141.8,2.503,4.155,5.396
141.9,2.503,4.151,5.391
142,2.503,4.148,5.387
142.1,2.503,4.145,5.383
142.2,2.503,4.142,5.379
142.3,2.493,4.139,5.375
142.4,2.503,4.135,5.371
142.5,2.493,4.132,5.367
142.6,2.493,4.129,5.362
142.7,2.493,4.126,5.358
142.8,2.493,4.122,5.354
142.9,2.493,4.119,5.349
143,2.493,4.115,5.344
143.1,2.493,4.111,5.339
143.2,2.503,4.107,5.334
143.3,2.493,4.104,5.33
143.4,2.493,4.1,5.324
143.5,2.503,4.096,5.319
143.6,2.503,4.092,5.314
143.7,2.503,4.088,5.309
143.8,2.503,4.085,5.305
143.9,2.503,4.081,5.3
144,2.503,4.078,5.296
144.1,2.503,4.074,5.291
144.2,2.493,4.071,5.287
144.3,2.503,4.068,5.283
144.4,2.493,4.064,5.278
144.5,2.493,4.061,5.274
144.6,2.493,4.057,5.269
144.7,2.503,4.054,5.265
144.8,2.493,4.05,5.26
144.9,2.493,4.047,5.255
145,2.493,4.043,5.25
145.1,2.503,4.039,5.245
145.2,2.493,4.035,5.241
145.3,2.503,4.031,5.236
145.4,2.503,4.028,5.231
145.5,2.503,4.024,5.226
145.6,2.503,4.021,5.221
145.7,2.503,4.017,5.217
145.8,2.503,4.014,5.213
145.9,2.493,4.01,5.208
146,2.503,4.007,5.204
146.1,2.503,4.004,5.2
146.2,2.493,4.001,5.196
146.3,2.503,3.997,5.191
146.4,2.503,3.994,5.187
146.5,2.503,3.991,5.183
146.6,2.503,3.988,5.179
146.7,2.493,3.985,5.175
146.8,2.503,3.982,5.171
146.9,2.503,3.979,5.168
147,2.503,3.976,5.164
147.1,2.503,3.973,5.16
147.2,2.493,3.971,5.157
147.3,2.493,3.968,5.153
147.4,2.503,3.965,5.149
147.5,2.493,3.962,5.146
147.6,2.503,3.959,5.142
147.7,2.493,3.956,5.138
147.8,2.493,3.953,5.134
147.9,2.503,3.95,5.13
148,2.503,3.947,5.126
148.1,2.493,3.944,5.123
148.2,2.503,3.941,5.119
148.3,2.503,3.938,5.115
148.4,2.503,3.936,5.111
148.5,2.493,3.933,5.108
148.6,2.503,3.93,5.104
148.7,2.493,3.927,5.1
148.8,2.503,3.924,5.096
148.9,2.503,3.921,5.093
149,2.503,3.919,5.089
149.1,2.503,3.916,5.086
149.2,2.503,3.914,5.083
149.3,2.503,3.911,5.079
149.4,2.493,3.909,5.076
149.5,2.503,3.906,5.073
149.6,2.503,3.904,5.07
149.7,2.503,3.901,5.067
149.8,2.503,3.899,5.064
149.9,2.493,3.897,5.061
150,2.503,3.895,5.058
150.1,2.503,3.892,5.055
150.2,2.493,3.89,5.052
150.3,2.503,3.888,5.049
150.4,2.503,3.886,5.047
150.5,2.503,3.884,5.044
150.6,2.503,3.882,5.041
150.7,2.503,3.88,5.039
150.8,2.503,3.878,5.036
150.9,2.503,3.876,5.034
151,2.503,3.874,5.032
151.1,2.503,3.873,5.03
151.2,2.493,3.871,5.027
151.3,2.503,3.869,5.025
151.4,2.503,3.868,5.023
151.5,2.503,3.866,5.021
151.6,2.493,3.865,5.019
151.7,2.493,3.863,5.017
151.8,2.503,3.861,5.015
151.9,2.493,3.86,5.013
152,2.493,3.858,5.01
152.1,2.503,3.856,5.008
152.2,2.503,3.854,5.005
152.3,2.503,3.852,5.003
152.4,2.503,3.851,5.001
152.5,2.503,3.849,4.999
152.6,2.503,3.847,4.997
152.7,2.503,3.846,4.995
152.8,2.503,3.845,4.993
152.9,2.503,3.843,4.991
153,2.503,3.842,4.989
153.1,2.503,3.841,4.988
153.2,2.503,3.84,4.986
153.3,2.503,3.838,4.985
153.4,2.503,3.837,4.984
153.5,2.503,3.837,4.982
153.6,2.503,3.836,4.981
153.7,2.493,3.835,4.98
153.8,2.503,3.834,4.979
153.9,2.493,3.833,4.978
154,2.493,3.832,4.977
154.1,2.503,3.831,4.975
154.2,2.503,3.83,4.974
154.3,2.503,3.829,4.972
154.4,2.503,3.828,4.971
154.5,2.503,3.827,4.97
154.6,2.503,3.826,4.969
154.7,2.503,3.825,4.968
154.8,2.493,3.824,4.967
154.9,2.503,3.824,4.966
155,2.503,3.823,4.965
155.1,2.503,3.822,4.964
155.2,2.503,3.821,4.963
155.3,2.503,3.821,4.962
155.4,2.493,3.82,4.961
155.5,2.503,3.82,4.96
155.6,2.503,3.819,4.96
155.7,2.503,3.818,4.959
155.8,2.503,3.818,4.958
155.9,2.503,3.817,4.958
156,2.503,3.817,4.957
156.1,2.503,3.817,4.957
156.2,2.503,3.816,4.956
156.3,2.503,3.816,4.956
156.4,2.503,3.816,4.956
156.5,2.503,3.816,4.956
156.6,2.503,3.816,4.956
156.7,2.503,3.816,4.956
156.8,2.503,3.816,4.956
156.9,2.493,3.816,4.956
157,2.493,3.816,4.956
157.1,2.503,3.816,4.956
157.2,2.503,3.816,4.955
157.3,2.503,3.816,4.955
157.4,2.503,3.816,4.955
157.5,2.503,3.816,4.955
157.6,2.493,3.816,4.955
157.7,2.503,3.816,4.955
157.8,2.503,3.816,4.955
157.9,2.503,3.816,4.955
158,2.503,3.816,4.955
158.1,2.503,3.816,4.956
158.2,2.493,3.816,4.956
158.3,2.493,3.816,4.956
158.4,2.503,3.816,4.956
158.5,2.503,3.816,4.956
158.6,2.503,3.816,4.956
158.7,2.493,3.816,4.956
158.8,2.503,3.816,4.956
158.9,2.503,3.816,4.956
159,2.493,3.816,4.956
159.1,2.503,3.816,4.955
159.2,2.503,3.816,4.955
159.3,2.503,3.816,4.955
159.4,2.503,3.816,4.955
159.5,2.493,3.816,4.955
159.6,2.493,3.816,4.955
159.7,2.503,3.815,4.955
159.8,2.493,3.815,4.955
159.9,2.503,3.815,4.954
160,2.503,3.815,4.954
160.1,2.503,3.815,4.954
160.2,2.503,3.814,4.954
160.3,2.503,3.814,4.954
160.4,2.493,3.814,4.954
160.5,2.503,3.814,4.953
160.6,2.493,3.814,4.953
160.7,2.503,3.814,4.953
160.8,2.503,3.813,4.953
160.9,2.503,3.813,4.952
161,2.493,3.813,4.952
161.1,2.503,3.813,4.952
161.2,2.503,3.813,4.952
161.3,2.503,3.813,4.951
161.4,2.493,3.813,4.951
161.5,2.503,3.812,4.951
161.6,2.493,3.812,4.951
161.7,2.493,3.812,4.95
161.8,2.503,3.811,4.95
161.9,2.503,3.811,4.949
162,2.503,3.811,4.949
162.1,2.503,3.81,4.948
162.2,2.503,3.81,4.948
162.3,2.503,3.81,4.948
162.4,2.503,3.81,4.948
162.5,2.503,3.81,4.948
162.6,2.503,3.81,4.948
162.7,2.503,3.81,4.948
162.8,2.503,3.81,4.948
162.9,2.503,3.81,4.948
163,2.503,3.81,4.948
163.1,2.493,3.81,4.949
163.2,2.503,3.81,4.949
163.3,2.503,3.811,4.949
163.4,2.503,3.811,4.949
163.5,2.493,3.811,4.949
163.6,2.503,3.811,4.95
163.7,2.503,3.811,4.95
163.8,2.493,3.811,4.95
163.9,2.503,3.812,4.95
164,2.503,3.812,4.95
164.1,2.503,3.812,4.95
164.2,2.493,3.812,4.951
164.3,2.503,3.812,4.951
164.4,2.503,3.812,4.951
164.5,2.503,3.812,4.951
164.6,2.503,3.813,4.951
164.7,2.503,3.813,4.952
164.8,2.493,3.813,4.952
164.9,2.503,3.813,4.952
165,2.493,3.813,4.953
165.1,2.503,3.813,4.953
165.2,2.503,3.814,4.953
165.3,2.503,3.814,4.953
165.4,2.493,3.814,4.953
165.5,2.503,3.814,4.953
165.6,2.493,3.814,4.953
165.7,2.503,3.814,4.953
165.8,2.503,3.814,4.953
165.9,2.493,3.814,4.954
166,2.503,3.814,4.953
166.1,2.493,3.814,4.953
166.2,2.503,3.814,4.953
166.3,2.503,3.814,4.953
166.4,2.503,3.814,4.953
166.5,2.503,3.814,4.953
166.6,2.503,3.814,4.953
166.7,2.493,3.814,4.953
166.8,2.503,3.814,4.953
166.9,2.493,3.814,4.953
167,2.493,3.814,4.953
167.1,2.503,3.813,4.952
167.2,2.503,3.813,4.952
167.3,2.503,3.813,4.952
167.4,2.503,3.813,4.952
167.5,2.503,3.813,4.952
167.6,2.493,3.813,4.952
167.7,2.503,3.813,4.951
167.8,2.503,3.812,4.951
167.9,2.503,3.812,4.951
168,2.503,3.812,4.951
168.1,2.503,3.812,4.951
168.2,2.503,3.813,4.951
168.3,2.503,3.813,4.952
168.4,2.503,3.813,4.952
168.5,2.503,3.813,4.952
168.6,2.493,3.814,4.953
168.7,2.503,3.814,4.953
168.8,2.503,3.814,4.953
168.9,2.493,3.814,4.953
169,2.503,3.814,4.954
169.1,2.503,3.814,4.954
169.2,2.493,3.815,4.954
169.3,2.503,3.815,4.954
169.4,2.503,3.815,4.954
169.5,2.503,3.815,4.954
169.6,2.493,3.815,4.955
169.7,2.503,3.815,4.955
169.8,2.503,3.815,4.955
169.9,2.493,3.815,4.955
170,2.503,3.815,4.955
170.1,2.493,3.816,4.955
170.2,2.503,3.815,4.955
170.3,2.503,3.815,4.955
170.4,2.493,3.815,4.955
170.5,2.493,3.815,4.955
170.6,2.503,3.815,4.955
170.7,2.503,3.815,4.954
170.8,2.493,3.815,4.954
170.9,2.493,3.814,4.954
171,2.503,3.814,4.953
171.1,2.503,3.814,4.953
171.2,2.503,3.813,4.952
171.3,2.503,3.813,4.952
171.4,2.503,3.813,4.952
171.5,2.493,3.813,4.951
171.6,2.503,3.812,4.951
171.7,2.493,3.812,4.951
171.8,2.503,3.812,4.95
171.9,2.503,3.811,4.95
172,2.503,3.811,4.949
172.1,2.503,3.811,4.949
172.2,2.493,3.811,4.949
172.3,2.503,3.81,4.949
172.4,2.503,3.81,4.948
172.5,2.503,3.81,4.948
172.6,2.503,3.81,4.948
172.7,2.493,3.81,4.948
172.8,2.503,3.809,4.947
172.9,2.493,3.809,4.947
173,2.493,3.809,4.947
173.1,2.503,3.808,4.946
173.2,2.503,3.808,4.945
173.3,2.493,3.808,4.945
173.4,2.503,3.807,4.944
173.5,2.503,3.807,4.944
173.6,2.503,3.806,4.943
173.7,2.503,3.806,4.943
173.8,2.503,3.806,4.943
173.9,2.503,3.806,4.942
174,2.493,3.805,4.942
174.1,2.503,3.805,4.942
174.2,2.503,3.805,4.941
174.3,2.503,3.805,4.941
174.4,2.493,3.805,4.941
174.5,2.503,3.804,4.941
174.6,2.493,3.804,4.94
174.7,2.493,3.804,4.94
174.8,2.503,3.803,4.939
174.9,2.503,3.803,4.939
175,2.503,3.802,4.938
175.1,2.503,3.802,4.938
175.2,2.493,3.802,4.937
175.3,2.493,3.801,4.937
175.4,2.503,3.801,4.936
175.5,2.493,3.8,4.935
175.6,2.503,3.8,4.934
175.7,2.493,3.799,4.934
175.8,2.503,3.798,4.933
175.9,2.503,3.798,4.932
176,2.503,3.797,4.931
176.1,2.503,3.796,4.93
176.2,2.503,3.796,4.93
176.3,2.503,3.795,4.929
176.4,2.503,3.795,4.929
176.5,2.503,3.795,4.928
176.6,2.503,3.795,4.928
